,Case Number,Month,Year,Country,Activity,Injury
1529,2003.07.26.R,July,2003,AUSTRALIA,Surfing,No injury
1530,2003.07.20,July,2003,USA,Surfing,Arm
1531,2003.07.15,July,2003,USA,Shore,Leg
1532,2003.07.09,July,2003,BAHAMAS,Fishing,Leg
1533,2003.07.05.b,July,2003,USA,Surfing,Leg
1534,2003.07.05.a,July,2003,USA,Surfing,Leg
1535,2003.07.04,July,2003,BAHAMAS,Fishing,Leg
1536,2003.07.00.c,July,2003,USA,Fishing,Leg
1537,2003.07.00.b,July,2003,FRENCH POLYNESIA,Fishing,Leg
1538,2003.07.00.a,July,2003,NEW ZEALAND,Diving,Trunk
1539,2003.06.30,June,2003,USA,Surfing,Leg
1540,2003.06.26,June,2003,USA,Surfing,Leg
1541,2003.06.24.c,June,2003,BRAZIL,Unknown,FATAL
1542,2003.06.24.b,June,2003,USA,Shore,Leg
1543,2003.06.24.a,June,2003,USA,Swimming,Leg
1544,2003.06.22,June,2003,USA,Swimming,Leg
1545,2003.06.19,June,2003,USA,Surfing,Arm
1546,2003.06.08,June,2003,USA,Surfing,Leg
1547,2003.06.00,June,2003,USA,Swimming,Leg
1548,2003.05.25,May,2003,USA,Surfing,Leg
1549,2003.05.14,May,2003,USA,Shore,Leg
1550,2003.05.10,May,2003,USA,Swimming,Leg
1551,2003.05.07,May,2003,USA,Surfing,Leg
1552,2003.05.03,May,2003,USA,Shore,Leg
1553,2003.05.00,May,2003,PHILIPPINES,Unknown,Arm
1554,2003.04.26,April,2003,BRAZIL,Fishing,Leg
1555,2003.04.25,April,2003,BRAZIL,Swimming,Arm
1556,2003.04.23.b,April,2003,BRAZIL,Surfing,Leg
1557,2003.04.23.a,April,2003,BRAZIL,Swimming,Arm
1558,2003.04.21.b,April,2003,USA,Surfing,Leg
1559,2003.04.21.a,April,2003,USA,Surfing,Unknown
1560,2003.04.20.c,April,2003,USA,Surfing,Leg
1561,2003.04.20.b,April,2003,USA,Surfing,Leg
1562,2003.04.20.a,April,2003,USA,Surfing,Leg
1563,2003.04.19,April,2003,USA,OTHER,Leg
1564,2003.04.18,April,2003,USA,Surfing,Leg
1565,2003.04.15,April,2003,USA,Swimming,Leg
1566,2003.04.11,April,2003,OTHER,Surfing,Leg
1567,2003.04.09,April,2003,USA,Surfing,Arm
1568,2003.04.04,April,2003,USA,Surfing,Arm
1569,2003.03.10,March,2003,USA,OTHER,Arm
1570,2003.02.27,February,2003,NEW ZEALAND,Diving,Arm
1571,2003.02.15.b,February,2003,AUSTRALIA,Shore,Leg
1572,2003.02.15.a,February,2003,USA,Swimming,Arm
1573,2003.02.11,February,2003,AUSTRALIA,Swimming,Leg
1574,2003.02.08,February,2003,AUSTRALIA,Swimming,FATAL
1575,2003.01.17,January,2003,SOUTH AFRICA,Unknown,OTHER
1576,2003.01.03,January,2003,COSTA RICA,Surfing,Leg
1577,2003.01.02,January,2003,AUSTRALIA,Surfing,No injury
1578,2002.12.29,December,2002,AUSTRALIA,Diving,Arm
1579,2002.12.24,December,2002,SOUTH AFRICA,Diving,Arm
1580,2002.12.21,December,2002,AUSTRALIA,Diving,OTHER
1581,2002.12.20,December,2002,AUSTRALIA,Swimming,Leg
1582,2002.12.16,December,2002,AUSTRALIA,Swimming,FATAL
1583,2002.12.01,December,2002,BRAZIL,Surfing,FATAL
1584,2002.11.28.b,November,2002,OTHER,Diving,Leg
1585,2002.11.28.a,November,2002,USA,Water sports,Leg
1586,2002.11.17,November,2002,USA,Swimming,Arm
1587,2002.11.14,November,2002,OTHER,Diving,Arm
1588,2002.11.11,November,2002,USA,Surfing,No injury
1589,2002.11.02,November,2002,USA,Water sports,Leg
1590,2002.11.00.a,November,2002,FRENCH POLYNESIA,Swimming,Leg
1591,2002.10.30,October,2002,USA,Swimming,Leg
1592,2002.10.14,October,2002,BRAZIL,Swimming,FATAL
1593,2002.10.11,October,2002,USA,Surfing,Leg
1594,2002.10.05.b,October,2002,USA,Surfing,Arm
1595,2002.10.05.a,October,2002,USA,Surfing,Leg
1596,2002.10.03,October,2002,USA,Surfing,Arm
1597,2002.09.30,September,2002,USA,Surfing,Arm
1598,2002.09.29,September,2002,USA,Surfing,Arm
1599,2002.09.27.c,September,2002,USA,Surfing,No injury
1600,2002.09.27.b,September,2002,USA,Fishing,No injury
1601,2002.09.27.a,September,2002,TONGA,Swimming,Leg
1602,2002.09.21.b,September,2002,USA,Surfing,Leg
1603,2002.09.21.a,September,2002,USA,Surfing,No injury
1604,2002.09.16.b,September,2002,BRAZIL,Swimming,Leg
1605,2002.09.16.a,September,2002,USA,Water sports,No injury
1606,2002.09.13,September,2002,SOUTH AFRICA,Surfing,No injury
1607,2002.09.09,September,2002,USA,Water sports,Leg
1608,2002.09.05,September,2002,USA,Shore,Leg
1609,2002.08.28,August,2002,USA,Surfing,Leg
1610,2002.08.17,August,2002,USA,Swimming,Leg
1611,2002.08.14,August,2002,USA,Surfing,Leg
1612,2002.08.11,August,2002,USA,Surfing,Leg
1613,2002.08.07,August,2002,USA,Shore,Leg
1614,2002.08.06.R,August,2002,UNITED KINGDOM,Diving,Arm
1615,2002.08.05,August,2002,USA,Shore,Leg
1616,2002.07.26,July,2002,USA,Surfing,Leg
1617,2002.07.20,July,2002,USA,Swimming,Leg
1618,2002.07.10,July,2002,USA,Surfing,Leg
1619,2002.07.09.b,July,2002,USA,Fishing,FATAL
1620,2002.07.09.a,July,2002,BRAZIL,Surfing,Arm
1621,2002.07.04,July,2002,USA,Shore,Leg
1622,2002.06.20.b,June,2002,AUSTRALIA,Surfing,Leg
1623,2002.06.20.a,June,2002,USA,Swimming,Leg
1624,2002.06.16,June,2002,INDONESIA,Unknown,Leg
1625,2002.06.13.R2,June,2002,PAPUA NEW GUINEA,Unknown,Arm
1626,2002.06.13.R1,June,2002,PAPUA NEW GUINEA,OTHER,FATAL
1627,2002.06.11.b,June,2002,USA,Surfing,No injury
1628,2002.06.11.a,June,2002,USA,Surfing,Arm
1629,2002.06.09.b,June,2002,USA,Surfing,Leg
1630,2002.06.09.a,June,2002,USA,Swimming,Leg
1631,2002.06.03,June,2002,SOUTH AFRICA,Diving,Arm
1632,2002.05.31.b,May,2002,USA,Surfing,Leg
1633,2002.05.31.a,May,2002,USA,Swimming,Leg
1634,2002.05.22.b,May,2002,USA,Fishing,Leg
1635,2002.05.22.a,May,2002,USA,Surfing,Leg
1636,2002.05.21.R,May,2002,COSTA RICA,Surfing,OTHER
1637,2002.05.21,May,2002,PAPUA NEW GUINEA,OTHER,Arm
1638,2002.05.13,May,2002,USA,Fishing,Arm
1639,2002.05.10,May,2002,BRAZIL,Surfing,Leg
1640,2002.05.07,May,2002,AUSTRALIA,Fishing,Arm
1641,2002.04.30,April,2002,AUSTRALIA,Surfing,Leg
1642,2002.04.21,April,2002,AUSTRALIA,Fishing,FATAL
1643,2002.04.20,April,2002,USA,Surfing,Leg
1644,2002.04.18,April,2002,USA,Surfing,Leg
1645,2002.04.12,April,2002,AUSTRALIA,Swimming,Leg
1646,2002.04.09,April,2002,BAHAMAS,Shore,Leg
1647,2002.04.02,April,2002,USA,Shore,Leg
1648,2002.04.01,April,2002,USA,Swimming,Arm
1649,2002.03.25.b,March,2002,USA,Water sports,Leg
1650,2002.03.25.a,March,2002,USA,Shore,Leg
1651,2002.03.24,March,2002,BRAZIL,Swimming,FATAL
1652,2002.03.19,March,2002,USA,Swimming,Leg
1653,2002.03.15.b,March,2002,USA,Diving,Arm
1654,2002.03.15.a,March,2002,USA,Surfing,Leg
1655,2002.03.03,March,2002,NEW CALEDONIA,Fishing,FATAL
1656,2002.02.23,February,2002,OTHER,Fishing,FATAL
1657,2002.02.16,February,2002,AUSTRALIA,Surfing,Leg
1658,2002.02.11,February,2002,FIJI,Unknown,Leg
1659,2002.02.07,February,2002,AUSTRALIA,Water sports,Trunk
1660,2002.01.30.b,January,2002,AUSTRALIA,Surfing,No injury
1661,2002.01.30.a,January,2002,AUSTRALIA,Swimming,Leg
1662,2002.01.04,January,2002,SOUTH AFRICA,Fishing,Leg
1663,2002.01.03,January,2002,BRAZIL,Swimming,FATAL
1664,2002.01.01.b,January,2002,SOUTH AFRICA,Surfing,Leg
1665,2002.01.01.a,January,2002,USA,Diving,Leg
1666,2001.12.21,December,2001,AUSTRALIA,Surfing,No injury
1667,2001.11.23,November,2001,AUSTRALIA,Surfing,No injury
1668,2001.11.14,November,2001,USA,Surfing,No injury
1669,2001.11.07,November,2001,AUSTRALIA,Surfing,No injury
1670,2001.10.07,October,2001,SOUTH AFRICA,Water sports,No injury
1671,2001.10.02,October,2001,AUSTRALIA,Diving,Arm
1672,2001.09.30.b,September,2001,MEXICO,Surfing,Arm
1673,2001.09.30.a,September,2001,AUSTRALIA,Unknown,No injury
1674,2001.09.24,September,2001,USA,Surfing,Leg
1675,2001.09.18,September,2001,USA,Surfing,Leg
1676,2001.09.16,September,2001,USA,Diving,FATAL
1677,2001.09.15.b,September,2001,USA,Water sports,Trunk
1678,2001.09.15.a,September,2001,USA,Surfing,Leg
1679,2001.09.13,September,2001,UNITED KINGDOM,Diving,OTHER
1680,2001.09.08,September,2001,USA,Fishing,Leg
1681,2001.09.07.b,September,2001,USA,Shore,Leg
1682,2001.09.07.a,September,2001,USA,Swimming,Arm
1683,2001.09.03.b,September,2001,USA,Swimming,FATAL
1684,2001.09.03.a,September,2001,USA,Swimming,Leg
1685,2001.09.02,September,2001,USA,Shore,Leg
1686,2001.09.01,September,2001,USA,Swimming,Leg
1687,2001.08.31,August,2001,BAHAMAS,Fishing,Trunk
1688,2001.08.29,August,2001,USA,Shore,Arm
1689,2001.08.27,August,2001,USA,Shore,Leg
1690,2001.08.26,August,2001,USA,Water sports,Leg
1691,2001.08.25,August,2001,USA,Water sports,Leg
1692,2001.08.22,August,2001,USA,Surfing,Leg
1693,2001.08.21,August,2001,USA,Surfing,Leg
1694,2001.08.19.c,August,2001,USA,Surfing,Leg
1695,2001.08.19.b,August,2001,USA,Surfing,Leg
1696,2001.08.19.a,August,2001,USA,Surfing,Leg
1697,2001.08.18.c,August,2001,USA,Surfing,Leg
1698,2001.08.18.b,August,2001,USA,Surfing,Arm
1699,2001.08.18.a,August,2001,USA,Surfing,Leg
1700,2001.08.16,August,2001,BAHAMAS,Fishing,Leg
1701,2001.08.12,August,2001,OTHER,Water sports,Leg
1702,2001.08.05,August,2001,USA,Unknown,Leg
1703,2001.08.04,August,2001,BAHAMAS,Swimming,Leg
1704,2001.08.03,August,2001,ITALY,Fishing,No injury
1705,2001.07.26,July,2001,USA,Unknown,Unknown
1706,2001.07.25,July,2001,USA,Unknown,No injury
1707,2001.07.24,July,2001,USA,Unknown,Leg
1708,2001.07.21,July,2001,USA,Fishing,No injury
1709,2001.07.15.b,July,2001,USA,Surfing,Leg
1710,2001.07.15.a,July,2001,USA,Water sports,Leg
1711,2001.07.06.b,July,2001,MEXICO,Surfing,Leg
1712,2001.07.06.a,July,2001,USA,Swimming,Arm
1713,2001.07.03,July,2001,USA,Unknown,Arm
1714,2001.07.00,July,2001,USA,Swimming,Leg
1715,2001.06.12,June,2001,USA,Swimming,Leg
1716,2001.06.10,June,2001,USA,Fishing,No injury
1717,2001.06.09,June,2001,AUSTRALIA,OTHER,OTHER
1718,2001.06.03,June,2001,USA,Shore,Arm
1719,2001.05.29,May,2001,USA,Unknown,Unknown
1720,2001.05.23 ,May,2001,USA,Swimming,Leg
1721,2001.05.20,May,2001,USA,Swimming,Leg
1722,2001.05.18,May,2001,PHILIPPINES,Fishing,Arm
1723,2001.05.11,May,2001,OTHER,Unknown,FATAL
1724,2001.05.08,May,2001,SOUTH AFRICA,Surfing,Leg
1725,2001.05.04,May,2001,AUSTRALIA,Surfing,Trunk
1726,2001.05.03,May,2001,USA,Surfing,Leg
1727,2001.05.00,May,2001,FIJI,Fishing,FATAL
1728,2001.04.28,April,2001,USA,Water sports,Leg
1729,2001.04.13.b,April,2001,USA,Surfing,Leg
1730,2001.04.13.a,April,2001,USA,Surfing,Leg
1731,2001.04.12.e,April,2001,USA,Unknown,Leg
1732,2001.04.12.d,April,2001,USA,Surfing,Leg
1733,2001.04.12.c,April,2001,USA,Surfing,Leg
1734,2001.04.12.b,April,2001,USA,Water sports,Leg
1735,2001.04.12.a,April,2001,USA,Surfing,Leg
1736,2001.04.11.d,April,2001,USA,Surfing,Leg
1737,2001.04.11.c,April,2001,USA,Surfing,Leg
1738,2001.04.11.a,April,2001,USA,Surfing,Arm
1739,2001.04.10,April,2001,USA,Surfing,Leg
1740,2001.04.08.b,April,2001,SOUTH AFRICA,Surfing,Leg
1741,2001.04.08.a,April,2001,AUSTRALIA,Diving,Arm
1742,2001.04.05,April,2001,USA,Surfing,Leg
1743,2001.04.02.b,April,2001,BRAZIL,OTHER,Leg
1744,2001.04.02.a,April,2001,AUSTRALIA,Surfing,Leg
1745,2001.03.23,March,2001,USA,Water sports,Arm
1746,2001.03.09,March,2001,USA,Surfing,Arm
1747,2001.03.08,March,2001,BRAZIL,OTHER,Leg
1748,2001.03.03,March,2001,BRAZIL,Swimming,FATAL
1749,2001.03.00,March,2001,OTHER,Water sports,FATAL
1750,2001.02.26,February,2001,AUSTRALIA,Fishing,No injury
1751,2001.02.11,February,2001,OTHER,Unknown,OTHER
1752,2001.02.04,February,2001,AUSTRALIA,Surfing,Leg
1753,2001.01.24.R,January,2001,AUSTRALIA,Water sports,No injury
1754,2001.01.24,January,2001,CUBA,Swimming,Arm
1755,2001.01.21 ,January,2001,AUSTRALIA,Fishing,No injury
1756,2001.01.09,January,2001,USA,Surfing,Leg
1757,2001.01.06,January,2001,NEW ZEALAND,Water sports,No injury
1758,2000.12.24,December,2000,AUSTRALIA,Diving,Arm
1759,2000.12.12,December,2000,FIJI,Swimming,Leg
1760,2000.12.11,December,2000,AUSTRALIA,Fishing,No injury
1761,2000.12.05,December,2000,CANADA,Diving,No injury
1762,2000.12.03,December,2000,AUSTRALIA,Fishing,Arm
1763,2000.12.00,December,2000,NEW ZEALAND,Surfing,FATAL
1764,2000.11.21,November,2000,AUSTRALIA,Diving,No injury
1765,2000.11.20,November,2000,AUSTRALIA,OTHER,OTHER
1766,2000.11.18,November,2000,USA,Swimming,Leg
1767,2000.11.10,November,2000,USA,Shore,No injury
1768,2000.11.06.b,November,2000,AUSTRALIA,Swimming,Leg
1769,2000.11.06.a,November,2000,AUSTRALIA,Swimming,Leg
1770,2000.11.04,November,2000,USA,Surfing,Leg
1771,2000.10.29,October,2000,AUSTRALIA,Fishing,No injury
1772,2000.10.20,October,2000,USA,Surfing,Leg
1773,2000.10.18,October,2000,USA,Swimming,Trunk
1774,2000.10.14,October,2000,USA,Swimming,Arm
1775,2000.10.09,October,2000,USA,Surfing,Leg
1776,2000.10.06.b,October,2000,USA,Surfing,Arm
1777,2000.10.06.a,October,2000,USA,Surfing,Leg
1778,2000.10.02,October,2000,USA,Surfing,Arm
1779,2000.09.29,September,2000,USA,Surfing,No injury
1780,2000.09.25,September,2000,AUSTRALIA,Surfing,FATAL
1781,2000.09.24,September,2000,AUSTRALIA,Surfing,FATAL
1782,2000.09.18,September,2000,AUSTRALIA,Water sports,Leg
1783,2000.09.16.b,September,2000,OTHER,Surfing,FATAL
1784,2000.09.16.a,September,2000,USA,Unknown,FATAL
1785,2000.09.15,September,2000,USA,Surfing,Leg
1786,2000.09.12,September,2000,USA,Surfing,Leg
1787,2000.09.11,September,2000,USA,Surfing,Arm
1788,2000.09.10.b,September,2000,USA,Swimming,Arm
1789,2000.09.10.a,September,2000,SOUTH AFRICA,Diving,No injury
1790,2000.09.08.c,September,2000,OTHER,Swimming,FATAL
1791,2000.09.08.b,September,2000,USA,Shore,Leg
1792,2000.09.08.a,September,2000,REUNION,Surfing,Arm
1793,2000.09.00.b,September,2000,OTHER,Swimming,FATAL
1794,2000.08.31,August,2000,USA,Swimming,Leg
1795,2000.08.30,August,2000,USA,Swimming,FATAL
1796,2000.08.27.R,August,2000,USA,OTHER,Leg
1797,2000.08.21,August,2000,USA,Swimming,Arm
1798,2000.08.15,August,2000,USA,Surfing,Leg
1799,2000.08.13,August,2000,USA,Surfing,Leg
1800,2000.08.12,August,2000,USA,Shore,Leg
1801,2000.08.11,August,2000,USA,Swimming,FATAL
1802,2000.08.10,August,2000,USA,OTHER,OTHER
1803,2000.08.00,August,2000,OTHER,Swimming,FATAL
1804,2000.07.25,July,2000,USA,Unknown,Leg
1805,2000.07.22,July,2000,USA,Diving,Leg
1806,2000.07.17,July,2000,USA,Surfing,Leg
1807,2000.07.16.b,July,2000,USA,Surfing,Leg
1808,2000.07.16.a,July,2000,SOUTH AFRICA,Surfing,Arm
1809,2000.07.15.b,July,2000,SOUTH AFRICA,Surfing,No injury
1810,2000.07.15.a,July,2000,SOUTH AFRICA,Surfing,No injury
1811,2000.07.12,July,2000,TONGA,Diving,Arm
1812,2000.07.10,July,2000,USA,Shore,Leg
1813,2000.07.09,July,2000,USA,Swimming,Leg
1814,2000.07.07,July,2000,USA,OTHER,Leg
1815,2000.07.06,July,2000,USA,Shore,Leg
1816,2000.07.04.b,July,2000,USA,Shore,Leg
1817,2000.07.04.a,July,2000,USA,Fishing,Leg
1818,2000.07.02.b,July,2000,USA,Shore,Leg
1819,2000.07.02.a,July,2000,USA,Shore,Leg
1820,2000.07.00,July,2000,OTHER,Swimming,FATAL
1821,2000.06.30,June,2000,PAPUA NEW GUINEA,Unknown,FATAL
1822,2000.06.29,June,2000,NEW ZEALAND,Fishing,No injury
1823,2000.06.19,June,2000,USA,Shore,Leg
1824,2000.06.13,June,2000,USA,Water sports,No injury
1825,2000.06.10,June,2000,USA,Surfing,Leg
1826,2000.06.09.b,June,2000,USA,Swimming,Arm
1827,2000.06.09.a,June,2000,USA,Swimming,Arm
1828,2000.06.02,June,2000,USA,Diving,Arm
1829,2000.06.00,June,2000,OTHER,Swimming,Leg
1830,2000.05.13,May,2000,NEW CALEDONIA,Fishing,OTHER
1831,2000.05.09,May,2000,AUSTRALIA,Unknown,FATAL
1832,2000.05.07.b,May,2000,PAPUA NEW GUINEA,Shore,Leg
1833,2000.05.07.a,May,2000,PAPUA NEW GUINEA,Diving,FATAL
1834,2000.04.14,April,2000,USA,Shore,Leg
1835,2000.04.09,April,2000,USA,Shore,Leg
1836,2000.03.31,March,2000,USA,Fishing,No injury
1837,2000.03.30,March,2000,AUSTRALIA,Swimming,Leg
1838,2000.03.26,March,2000,USA,Water sports,Leg
1839,2000.03.24,March,2000,USA,Surfing,Arm
1840,2000.03.15,March,2000,NEW CALEDONIA,Fishing,FATAL
1841,2000.03.14,March,2000,AUSTRALIA,Surfing,No injury
1842,2000.03.10,March,2000,AUSTRALIA,Water sports,No injury
1843,2000.03.09,March,2000,AUSTRALIA,Water sports,No injury
1844,2000.03.03.R,March,2000,NEW ZEALAND,Water sports,FATAL
1845,2000.03.02,March,2000,AUSTRALIA,Swimming,Unknown
1846,2000.03.00,March,2000,USA,Fishing,No injury
1847,2000.02.21,February,2000,USA,Unknown,Leg
1848,2000.02.19,February,2000,SOUTH AFRICA,Surfing,Leg
1849,2000.02.14,February,2000,ENGLAND,OTHER,Arm
1850,2000.02.03,February,2000,NEW ZEALAND,Surfing,No injury
1851,2000.02.01,February,2000,AUSTRALIA,Surfing,Arm
1852,2000.01.28.R,January,2000,REUNION,Water sports,FATAL
1853,2000.01.05,January,2000,OTHER,Diving,FATAL
1854,2000.00.00,Unknown,2000,USA,Fishing,No injury
1855,1999.12.31.c,December,1999,NEW ZEALAND,Surfing,Leg
1856,1999.12.31.b,December,1999,NEW ZEALAND,Swimming,Arm
1857,1999.12.31.a,December,1999,NEW ZEALAND,Swimming,Arm
1858,1999.12.26,December,1999,BRAZIL,Surfing,Leg
1859,1999.12.14,December,1999,USA,Diving,OTHER
1860,1999.12.06,December,1999,BRAZIL,Fishing,Leg
1861,1999.12.02,December,1999,USA,Surfing,Arm
1862,1999.11.30,November,1999,USA,Surfing,Arm
1863,1999.11.23,November,1999,USA,Swimming,Arm
1864,1999.11.15,November,1999,USA,Surfing,No injury
1865,1999.11.13,November,1999,SOUTH AFRICA,Surfing,Leg
1866,1999.11.06,November,1999,BRAZIL,Surfing,Leg
1867,1999.11.00.b,November,1999,MARSHALL ISLANDS,Swimming,Leg
1868,1999.11.00.a,November,1999,MARSHALL ISLANDS,Swimming,Trunk
1869,1999.10.30.b,October,1999,USA,Water sports,Leg
1870,1999.10.30.a,October,1999,USA,Surfing,No injury
1871,1999.10.20,October,1999,USA,Surfing,Arm
1872,1999.10.01,October,1999,USA,Surfing,Arm
1873,1999.09.29,September,1999,USA,Surfing,Leg
1874,1999.09.24,September,1999,ITALY,Fishing,No injury
1875,1999.09.16,September,1999,USA,Shore,Leg
1876,1999.09.10,September,1999,USA,Shore,Leg
1877,1999.09.05,September,1999,USA,Surfing,Leg
1878,1999.09.04.b,September,1999,USA,Shore,Leg
1879,1999.09.04.a,September,1999,USA,Surfing,Leg
1880,1999.08.26,August,1999,USA,Surfing,Leg
1881,1999.08.24,August,1999,USA,Surfing,Leg
1882,1999.08.23,August,1999,MARSHALL ISLANDS,Fishing,Leg
1883,1999.08.21,August,1999,USA,Surfing,Leg
1884,1999.08.16,August,1999,USA,Swimming,Arm
1885,1999.08.05.a,August,1999,USA,Surfing,Leg
1886,1999.08.05,August,1999,BAHAMAS,Fishing,Arm
1887,1999.07.29,July,1999,SOUTH AFRICA,Surfing,Leg
1888,1999.07.26,July,1999,USA,Swimming,Leg
1889,1999.07.21,July,1999,USA,Surfing,Leg
1890,1999.07.15,July,1999,SOUTH AFRICA,Water sports,FATAL
1891,1999.07.06,July,1999,USA,Unknown,Leg
1892,1999.07.04,July,1999,USA,Fishing,Leg
1893,1999.07.03,July,1999,SOUTH AFRICA,Surfing,Leg
1894,1999.06.19,June,1999,USA,OTHER,Leg
1895,1999.06.17,June,1999,USA,Surfing,Arm
1896,1999.06.12,June,1999,USA,Swimming,Leg
1897,1999.06.09,June,1999,USA,Swimming,Leg
1898,1999.05.29,May,1999,AUSTRALIA,Surfing,FATAL
1899,1999.05.01,May,1999,BRAZIL,Surfing,Leg
1900,1999.04.22,April,1999,OTHER,Swimming,Leg
1901,1999.04.11,April,1999,REUNION,Swimming,FATAL
1902,1999.04.01,April,1999,USA,Surfing,Leg
1903,1999.03.18.R,March,1999,NEW ZEALAND,Fishing,No injury
1904,1999.03.18.b,March,1999,BRAZIL,OTHER,OTHER
1905,1999.03.18.a,March,1999,USA,Swimming,Arm
1906,1999.03.14.b,March,1999,NEW CALEDONIA,Fishing,OTHER
1907,1999.03.14.a,March,1999,NEW ZEALAND,Fishing,Leg
1908,1999.03.08,March,1999,USA,Surfing,Leg
1909,1999.03.05,March,1999,USA,Swimming,Leg
1910,1999.02.26.R,February,1999,USA,OTHER,No injury
1911,1999.02.23,February,1999,AUSTRALIA,Surfing,Arm
1912,1999.02.03,February,1999,USA,Surfing,Arm
1913,1999.01.29,January,1999,OTHER,Fishing,Leg
1914,1999.01.13,January,1999,SOUTH AFRICA,Water sports,No injury
1915,1999.01.07,January,1999,NEW ZEALAND,Water sports,No injury
1916,1999.01.03.R,January,1999,AUSTRALIA,Fishing,Leg
1917,1999.01.03,January,1999,REUNION,Fishing,FATAL
1918,1999.00.00.b,Unknown,1999,SOUTH AFRICA,Fishing,Leg
1919,1999.00.00.a,Unknown,1999,USA,Surfing,OTHER
1920,1998.12.24,December,1998,USA,Surfing,Leg
1921,1998.12.22,December,1998,AUSTRALIA,Shore,Leg
1922,1998.12.20.R,December,1998,SOUTH AFRICA,Surfing,Leg
1923,1998.12.18,December,1998,SOUTH AFRICA,Swimming,Leg
1924,1998.12.15,December,1998,AUSTRALIA,Surfing,Leg
1925,1998.11.21,November,1998,USA,Swimming,FATAL
1926,1998.11.14,November,1998,USA,Surfing,Leg
1927,1998.11.11,November,1998,USA,Shore,Unknown
1928,1998.11.05,November,1998,USA,Surfing,No injury
1929,1998.11.02.b,November,1998,JAPAN,Fishing,Leg
1930,1998.11.02.a,November,1998,BRAZIL,Surfing,Arm
1931,1998.10.24,October,1998,USA,Swimming,Leg
1932,1998.10.18,October,1998,SOUTH AFRICA,Surfing,No injury
1933,1998.10.10,October,1998,USA,Surfing,Arm
1934,1998.10.04,October,1998,BRAZIL,Surfing,Leg
1935,1998.10.01.b,October,1998,REUNION,Diving,Unknown
1936,1998.10.01.a,October,1998,USA,Unknown,Leg
1937,1998.09.27,September,1998,USA,Surfing,Leg
1938,1998.09.22,September,1998,USA,Surfing,Arm
1939,1998.09.16.R,September,1998,SOUTH AFRICA,Fishing,Leg
1940,1998.09.14,September,1998,USA,Surfing,Leg
1941,1998.09.00,September,1998,SENEGAL,Fishing,OTHER
1942,1998.08.30,August,1998,USA,Surfing,Leg
1943,1998.08.27,August,1998,ITALY,Fishing,No injury
1944,1998.08.26,August,1998,USA,Water sports,Leg
1945,1998.08.23.R,August,1998,USA,Fishing,Arm
1946,1998.08.15,August,1998,BAHAMAS,Fishing,Leg
1947,1998.08.13,August,1998,USA,Water sports,Leg
1948,1998.08.12,August,1998,SOUTH AFRICA,OTHER,Leg
1949,1998.08.01.b,August,1998,SOUTH AFRICA,Surfing,Leg
1950,1998.08.01.a,August,1998,SOUTH AFRICA,Fishing,Leg
1951,1998.07.26,July,1998,BRAZIL,Surfing,Leg
1952,1998.07.25,July,1998,USA,Surfing,Leg
1953,1998.07.06.b,July,1998,SOUTH AFRICA,Shore,Leg
1954,1998.07.11,July,1998,SOUTH AFRICA,Surfing,Leg
1955,1998.07.06.a,July,1998,SOUTH AFRICA,Surfing,Leg
1956,1998.06.28.a,June,1998,AUSTRALIA,Diving,Leg
1957,1998.06.22,June,1998,SOUTH AFRICA,Water sports,Leg
1958,1998.06.08,June,1998,USA,Surfing,Leg
1959,1998.06.05,June,1998,SOUTH AFRICA,Surfing,Unknown
1960,1998.05.30,May,1998,SOUTH AFRICA,Surfing,Leg
1961,1998.05.29.b,May,1998,SOUTH AFRICA,Water sports,Arm
1962,1998.05.29.a,May,1998,SOUTH AFRICA,Water sports,Leg
1963,1998.05.25,May,1998,USA,Surfing,Leg
1964,1998.05.16.c,May,1998,USA,Swimming,Leg
1965,1998.05.16.b,May,1998,USA,Surfing,Arm
1966,1998.05.16.a,May,1998,SOUTH AFRICA,Water sports,Leg
1967,1998.04.26,April,1998,MOZAMBIQUE,OTHER,Arm
1968,1998.04.21,April,1998,USA,Surfing,Leg
1969,1998.04.17,April,1998,USA,Diving,Trunk
1970,1998.04.01,April,1998,BRAZIL,Swimming,FATAL
1971,1998.04.00,April,1998,NEW CALEDONIA,Unknown,Leg
1972,1998.03.31,March,1998,USA,Swimming,Leg
1973,1998.03.15,March,1998,SOUTH AFRICA,Fishing,Leg
1974,1998.03.08.a,March,1998,USA,Swimming,Leg
1975,1998.02.23,February,1998,USA,Swimming,Arm
1976,1998.01.28.R ,January,1998,AUSTRALIA,Fishing,OTHER
1977,1998.01.28.a,January,1998,NEW CALEDONIA,Surfing,No injury
1978,1998.01.25.b,January,1998,REUNION,Swimming,FATAL
1979,1998.01.25.a,January,1998,SOUTH AFRICA,Surfing,Leg
1980,1998.01.17,January,1998,AUSTRALIA,Surfing,Leg
1981,1998.01.14,January,1998,MOZAMBIQUE,Surfing,Leg
1982,1998.00.00.c,Unknown,1998,SOUTH AFRICA,Surfing,FATAL
1983,1998.00.00.b,Unknown,1998,REUNION,Diving,FATAL
1984,1998.00.00.a,Unknown,1998,USA,Fishing,Arm
1985,1997.12.28.b,December,1997,SOUTH AFRICA,Fishing,FATAL
1986,1997.12.28.a,December,1997,SOUTH AFRICA,Surfing,Leg
